material_id,composition,tc_pred_n0,tc_target
562,P3Pd7,0.6845684051513672,0.85
691,Sr1Au1Si3,2.893214225769043,1.65
208,Ce1Ru2,1.4819579124450684,5.998273
145,C2Mo1Re1,7.015610694885254,3.8
698,Sr1Pd1Ge3,2.2688069343566895,1.5
360,La1Cu1Sb2,3.3519744873046875,0.9
448,La7Ru3,2.2600793838500977,1.835
771,Y1Rh2Si2,2.6933045387268066,2.1
102,Be22W1,4.932792663574219,4.12
113,Bi1Li1,4.346934795379639,2.4625
85,Ba1Ti2Sb2O1,6.510091304779053,1.205
635,Re1Ta1,6.120304107666016,1.3
231,Cu1S1Se1,5.727060317993164,1.625
593,Pd2In1Y1,1.886052131652832,1.04
78,Ba1Ni2P2,4.629920959472656,2.6866667
796,Y5Rh4Ge10,2.8572306632995605,1.35
587,Pd1Tl1Pb1,2.1867618560791016,1.78
167,Ca1Rb1Fe4As4,11.522226333618164,35.0
803,Yb1Pd2Ge2,1.9897422790527344,1.17
575,Pb3Zr5,4.794442176818848,4.6
264,Ga1Sr2Ca2Cu3O9,78.17481231689453,70.0
210,Ce1Ru3Si2,2.769416332244873,1.25
182,Cd1Mo6S8,5.882077217102051,1.8
563,P3Sn4,4.0440144538879395,1.24
470,Lu1Ru1B2,4.6837263107299805,10.054
325,In1Pd1,0.7735013961791992,0.7
189,Ce1Co1In5,3.435366630554199,2.2070832
600,Pd2Tm1Sn1,2.2732644081115723,2.82
221,Cr3Ir1,3.1060433387756348,0.256
2,Ag1Mo6S8,5.760472297668457,7.7
98,Ba8Si46,3.1218152046203613,8.1425
776,Y1Ru2Si2,3.5306267738342285,1.1
123,Bi2La4Pb1,3.5874266624450684,2.3
695,Sr1Ni2As2,4.3277459144592285,0.66
361,La1Fe1P1O1,6.456666469573975,5.8784614
415,La1Sn2,2.878139019012451,3.6
59,B1W2,6.45841121673584,3.2
697,Sr1Ni2P2,4.0839619636535645,1.415
252,Eu1Ba2Cu3O7,80.1136703491211,89.19615
494,Mo1Sr2Y1Cu2O7,21.44375228881836,25.0
621,Pt1Sb1,1.1850643157958984,2.1
728,Ti1Se2,5.000054836273193,1.8
648,Rh2Y3,1.9068641662597656,1.48
686,Sn1Ta3,6.161287307739258,6.6925
147,C3La2,4.797672271728516,10.66
140,Bi3Sr1,2.5495481491088867,5.7
73,Ba1Al1Sn1,5.56544303894043,2.9
711,Sr4Sc2Fe2P2O6,14.722028732299805,17.0
34,Au1Lu1,1.2179903984069824,0.37
682,Sm1Fe1As1O,12.246020317077637,53.8
707,Sr2V1Fe1As1O3,18.310630798339844,29.775
281,Ge1Ir1,1.9499993324279785,4.7
631,Rb1Fe2As2,6.586003303527832,2.38
202,Ce1Pd5Al2,1.4162116050720215,0.735
390,La1Pd2Sb2,1.488950252532959,1.3
653,Ru1Ti1,4.181431770324707,1.07
229,Cu1Rh2S4,3.398247718811035,4.7425
459,Lu1Mo6S8,5.754438400268555,2.2
194,Ce1Ir1Ge3,2.262718677520752,1.61
592,Pd2Hf1Al1,3.085477828979492,3.5833333
404,La1Rh2Si2,2.3672332763671875,1.658
684,Sm1Rh4B4,3.707759380340576,2.6475
517,Nb2As1C1,7.881881237030029,2.0
704,Sr2Cu1Cl1O2,17.641014099121094,20.0
550,Ni2P2Sr4Sc2O6,10.512763977050781,3.525
571,Pb2Sr2Eu1Cu3O8,62.185516357421875,71.0
104,Be2Nb3,6.956823825836182,2.3
537,Nd1Ba2Cu3O7,65.04951477050781,91.62035
211,Ce2Co1In8,3.46761417388916,0.4
45,Au5Sn1,1.2843585014343262,0.9
158,Ca1Ge3,3.0194053649902344,6.8
75,Ba1Ga1Si1,4.970130920410156,4.05
272,Ga3Sc1,3.4652209281921387,2.1
126,Bi2Rb1,3.690903663635254,4.25
213,Ce2Pd1In8,1.9645147323608398,0.69
674,Sc5Rh4Si10,3.0257568359375,8.405
581,Pd1Sb2,0.7707161903381348,1.25
351,K1Fe2As2,7.075183868408203,3.3294444
423,La3Co4Sn13,3.7832212448120117,2.425
142,Bi4Te3,2.251020908355713,5.25
434,La3Ru4Sn13,3.0796289443969727,2.65
105,Be2Ru1,3.6192007064819336,1.35
138,Bi3Ni1,2.452772617340088,3.935
727,Ti1Ru1P1,4.905531883239746,1.315
370,La1Mo6Se8,4.615513801574707,11.233334
349,Ir3Y1,0.9329733848571777,3.5
477,Lu1Tc2,5.356679916381836,9.9
346,Ir2Y3,2.0173587799072266,1.61
253,Eu1Ba2Cu4O8,81.83772277832031,70.1
344,Ir2Sr1,0.9906015396118164,5.7
699,Sr1Pd2As2,2.4126458168029785,0.92
25,As2Cd1Ge1,4.85554838180542,3.02
300,Hf1Pd2Al1,3.0854783058166504,3.66
788,Y2Rh3Si5,2.7923593521118164,2.7
236,Cu50Sn50,4.299170017242432,3.26
567,Pb1Zr3,4.723526954650879,0.76
804,Yb1Pd2Sn1,1.9391579627990723,2.06
716,Ta1Rh1P1,4.211920261383057,4.635
238,Dy1Ba2Cu4O8,91.83768463134766,74.46667
685,Sn1Mo6Se8,5.723599910736084,3.4
802,Yb1Mo6Se8,5.01836633682251,6.0
675,Se1Y1,3.803100109100342,3.25
538,Nd1Mo6S8,5.976675033569336,3.5
403,La1Rh1Sn1,2.5733695030212402,1.9166666
108,Bi14Rh3,1.3706517219543457,2.85
22,As1Pd5,0.5868806838989258,0.46
306,Hf2Ni1,4.413130760192871,0.87
184,Cd1Sn1,3.2338790893554688,3.65
42,Au2In1Y1,2.500885009765625,1.74
125,Bi2Pd3Se2,2.009080410003662,0.96
509,Na1Pb3,3.479114055633545,5.62
311,Hg1Ba2Ca3Cu4O10,119.09907531738281,123.5
207,Ce1Rh2Si2,2.0877456665039062,0.35666665
408,La1Ru2Si2,3.1148834228515625,3.5
219,Co1Ti1,5.819451808929443,0.71
768,Y1Pd2Si2,2.1465330123901367,0.785
284,Ge1V3,4.673415660858154,6.86
488,Mg1B2,6.255292892456055,33.0
369,La1Mo6S8,5.238429546356201,6.73
554,Os1Ti1,3.860696792602539,0.46
261,Ga1Nb3,6.532231330871582,16.88889
467,Lu1Pt1Bi1,2.4845266342163086,1.0
385,La1Pd1Sb2,1.6820311546325684,2.7
730,Ti2In1C1,6.518220901489258,3.1
278,Gd1Ba2Cu3O7,77.1834716796875,89.762
463,Lu1Os2,1.9012784957885742,3.49
323,I1Bi2Sr2Ca1Cu2O8,74.75360870361328,65.25
405,La1Rh3B2,3.0503249168395996,2.57
381,La1Os4As12,3.3809309005737305,3.2
663,Sb2Yb1,2.2494454383850098,1.3
188,Ce1Co1Ge3,3.446722984313965,0.6766667
201,Ce1Pd2Si2,1.5710320472717285,0.421
282,Ge1Mo3,5.8374810218811035,2.1792
430,La3Pd4Si4,1.9714674949645996,2.065
317,Hg2K1,4.4158525466918945,1.2
103,Be2Nb1,6.5938191413879395,2.15
524,Nb3Sb1,6.126503944396973,2.2
406,La1Ru2,1.9623680114746094,3.7032
583,Pd1Sn1,1.1536307334899902,0.41
94,Ba6Nb10O30,21.015911102294922,1.625
409,La1Ru4P12,3.468008518218994,6.923333
787,Y2Re3Si5,4.546165466308594,1.76
606,Pd34Se11,0.35901832580566406,2.66
799,Yb1Ba2Cu3O7,78.60618591308594,90.7
794,Y5Ir4Si10,3.042236804962158,2.9066668
7,Al1Nb3,7.0027360916137695,16.461334
15,Al2Zr1,5.506343841552734,0.35
746,Tm1Ir4B4,3.7129316329956055,1.675
228,Cu1Mo6Se8,5.351574897766113,5.9
90,Ba2Ti2Fe2As4O1,13.858453750610352,20.125
429,La3Pd4Ge4,2.039808750152588,2.4933333
20,Al6Re1,4.526230335235596,1.85
266,Ga1V1,4.46119499206543,16.45
646,Rh1Zr2,3.12150239944458,11.165
376,La1Ni1Sb2,2.819422721862793,1.0
65,B2Ta1,7.207582473754883,9.5
375,La1Ni1P1O1,5.396946907043457,3.0
226,Cu1Co2S4,5.7790069580078125,3.9
39,Au1Sc1,1.7131543159484863,2.0
314,Hg1Mg1,3.912536144256592,0.935
669,Sc1Tc2,5.941314220428467,10.9
527,Nb3Sn0.1Sn0.9,6.825223922729492,16.2
790,Y3Os8B6,4.080942153930664,5.8
481,Lu3Rh4Ge13,2.56502628326416,2.3
