0,6.7
1,1.0733333333333333
2,7.7
3,4.655
4,0.066
5,5.4
6,0.58
7,16.461333333333336
8,0.39
9,4.4
10,17.5
11,0.095
12,9.025
13,2.5881666666666665
14,0.515
15,0.35
16,0.855
17,0.75
18,0.94
19,3.35
20,1.85
21,2.353333333333333
22,0.46
23,0.58
24,3.755
25,3.02
26,0.41
27,0.46
28,0.9
29,6.5
30,1.775
31,1.2
32,9.4
33,0.22
34,0.37
35,3.76
36,4.325
37,2.3
38,0.58
39,2.0
40,0.92
41,1.77
42,1.74
43,0.4
44,0.34
45,0.9
46,0.435
47,0.39
48,4.7
49,5.977142857142858
50,5.933333333333334
51,3.1
52,1.86
53,5.09
54,5.483333333333333
55,8.25
56,4.75
57,4.0
58,3.12
59,3.2
60,35.56130434782609
61,5.254285714285714
62,2.1300000000000003
63,6.3
64,1.6
65,9.5
66,5.5
67,3.19
68,2.98
69,3.075
70,3.0
71,6.641666666666667
72,6.3
73,2.9
74,5.745
75,4.05
76,2.32
77,2.1
78,2.686666666666666
79,1.875
80,5.132
81,6.0
82,1.0
83,4.3
84,4.6
85,1.205
86,1.475
87,4.44
88,48.0
89,3.9
90,20.125
91,6.1
92,7.0
93,0.24
94,1.625
95,10.0
96,3.3
97,2.9
98,8.1425
99,1.47
100,2.5275
101,9.51
102,4.12
103,2.15
104,2.3
105,1.35
106,1.0
107,2.3
108,2.85
109,1.8
110,3.6
111,0.76
112,2.5
113,2.4625000000000004
114,2.25
115,1.0
116,1.2
117,1.45
118,1.15
119,70.0
120,4.75
121,2.715
122,3.575
123,2.3
124,0.73
125,0.96
126,4.25
127,2.2
128,69.35
129,110.0
130,108.125
131,8.9625
132,8.6
133,1.85
134,4.189
135,0.155
136,0.64
137,3.7
138,3.935
139,3.175
140,5.7
141,2.95
142,5.25
143,3.9
144,9.0
145,3.8
146,3.895428571428572
147,10.66
148,14.85625
149,8.4
150,11.303
151,1.65
152,6.496666666666666
153,0.135
154,0.30475
155,0.0241
156,11.8
157,4.2375
158,6.8
159,1.6
160,3.3
161,5.075
162,2.08
163,7.0
164,0.65
165,1.27
166,2.3
167,35.0
168,6.4
169,4.25
170,2.04
171,0.6
172,1.3
173,73.0
174,5.75
175,1.7
176,1.7
177,6.95
178,2.1
179,7.4775
180,3.3
181,3.1333333333333333
182,1.8
183,2.4
184,3.65
185,1.1028571428571428
186,2.0516666666666663
187,2.3
188,0.6766666666666666
189,2.2070833333333333
190,1.1125
191,1.32
192,0.6496999999999999
193,0.1733333333333333
194,1.61
195,0.7704285714285714
196,1.53
197,0.4549999999999999
198,0.1
199,0.2166666666666666
200,1.3
201,0.421
202,0.735
203,0.14
204,0.6692222222222222
205,1.85875
206,0.914
207,0.3566666666666667
208,5.998272727272727
209,1.1
210,1.25
211,0.4
212,0.22
213,0.69
214,1.0833333333333333
215,0.56
216,4.226666666666667
217,0.35
218,1.3066666666666666
219,0.71
220,2.033333333333333
221,0.256
222,0.07
223,2.08
224,3.27
225,0.32
226,3.9
227,6.0
228,5.9
229,4.7425
230,3.4625
231,1.625
232,1.6
233,1.9
234,0.085
235,1.4
236,3.26
237,86.13181818181819
238,74.46666666666667
239,5.9
240,4.64
241,1.6
242,5.42076923076923
243,4.53
244,88.39333333333335
245,78.525
246,7.37
247,2.22
248,10.326363636363636
249,1.17
250,6.76
251,0.93
252,89.19615384615385
253,70.1
254,28.9
255,15.0
256,6.0
257,27.0
258,0.21
259,5.82
260,0.76
261,16.88888888888889
262,2.9
263,1.74
264,70.0
265,5.8
266,16.45
267,0.38
268,17.6
269,1.15
270,1.68
271,2.25
272,2.1
273,3.85
274,9.7
275,3.57
276,2.0
277,2.9
278,89.762
279,92.0
280,73.28571428571429
281,4.7
282,2.1792
283,0.4
284,6.859999999999999
285,2.2
286,1.9766666666666668
287,2.6
288,1.3
289,3.8
290,8.0
291,2.12
292,2.35
293,7.0
294,0.87
295,17.0
296,25.5
297,3.2
298,5.815
299,2.27
300,3.66
301,5.203333333333333
302,1.73
303,2.3
304,11.796666666666669
305,5.6
306,0.87
307,1.72
308,4.3
309,119.75625
310,126.61428571428571
311,123.5
312,76.21785714285714
313,3.81
314,0.935
315,5.8
316,28.0
317,1.2
318,1.62
319,91.97777777777776
320,76.78
321,8.003125
322,1.4
323,65.25
324,9.61
325,0.7
326,3.02
327,3.9
328,1.9
329,1.5
330,0.7
331,0.24
332,3.32
333,0.19
334,1.2
335,0.78
336,8.030999999999999
337,1.8766666666666667
338,0.7150000000000001
339,5.1850000000000005
340,2.13
341,0.48
342,2.47
343,1.5499999999999998
344,5.7
345,1.6350000000000002
346,1.61
347,4.1
348,2.28
349,3.5
350,2.13
351,3.3294444444444444
352,40.0
353,0.46
354,0.8
355,0.71
356,1.3
357,2.1
358,3.23
359,0.9
360,0.9
361,5.878461538461538
362,4.1000000000000005
363,3.1
364,5.3
365,2.3
366,1.4733333333333334
367,1.5
368,1.65
369,6.73
370,11.233333333333334
371,2.7099999999999995
372,3.92
373,2.89
374,1.97
375,3.0
376,1.0
377,1.23
378,0.59
379,0.69
380,2.6
381,3.2
382,1.8
383,0.80775
384,4.086666666666667
385,2.7
386,0.85
387,0.97
388,1.04
389,0.75
390,1.3
391,0.39
392,3.4
393,3.8333333333333335
394,0.46
395,10.25
396,0.6
397,8.253333333333332
398,2.4
399,2.5
400,2.1
401,4.35
402,2.245
403,1.9166666666666667
404,1.658
405,2.57
406,3.7032
407,3.9333333333333336
408,3.5
409,6.923333333333333
410,3.293333333333333
411,0.8
412,6.7
413,2.4
414,11.4
415,3.6
416,6.3582857142857145
417,1.5666666666666669
418,1.04
419,7.03
420,4.4
421,1.85
422,3.025
423,2.425
424,2.55
425,3.6
426,13.0325
427,2.2
428,0.96
429,2.4933333333333336
430,2.065
431,1.4
432,3.5
433,2.2
434,2.65
435,3.15
436,7.846666666666667
437,0.13
438,8.325999999999999
439,6.2
440,4.0275
441,0.25
442,2.35
443,3.74
444,2.33
445,2.1
446,1.48
447,2.59
448,1.835
449,6.0
450,3.7
451,7.2
452,7.61
453,1.86
454,2.6
455,7.497
456,2.728
457,3.5
458,88.155
459,2.2
460,2.786666666666666
461,15.880666666666666
462,2.66
463,3.49
464,4.655
465,0.67
466,2.91
467,1.0
468,1.7
469,2.9
470,10.053999999999998
471,1.545
472,2.4
473,2.0
474,1.1
475,0.56
476,6.78
477,9.9
478,5.492222222222222
479,4.425
480,3.6
481,2.3
482,2.3
483,2.55
484,3.82
485,2.79
486,4.0875
487,6.0
488,33.0
489,6.91125
490,0.88
491,5.2
492,15.5
493,10.0
494,25.0
495,7.5
496,3.6
497,10.0
498,11.0225
499,3.3
500,2.97
501,1.402
502,2.75
503,3.5
504,5.8
505,13.4
506,5.8
507,8.5
508,7.2
509,5.62
510,12.5
511,1.24
512,4.25
513,2.65
514,8.2
515,2.64
516,4.3
517,2.0
518,7.5
519,6.125
520,5.9
521,1.78
522,9.516428571428571
523,2.7423333333333333
524,2.2
525,1.9425
526,16.9
527,16.2
528,15.89
529,17.846
530,6.0
531,6.8
532,7.7
533,10.1
534,10.2
535,2.435
536,18.0
537,91.62035714285716
538,3.5
539,0.7
540,5.323333333333333
541,1.6
542,1.981666666666667
543,3.35
544,3.47
545,0.74
546,1.12
547,2.15
548,1.54
549,3.15
550,3.5250000000000004
551,2.87
552,7.5
553,3.35
554,0.46
555,4.6
556,4.7
557,2.95
558,7.8
559,0.35
560,1.3
561,4.5
562,0.85
563,1.24
564,0.39
565,3.2
566,3.695
567,0.76
568,2.98
569,2.66
570,76.5
571,71.0
572,1.85
573,4.72
574,0.23
575,4.6
576,2.8
577,2.2
578,1.58
579,1.0
580,1.2
581,1.25
582,1.2
583,0.41
584,3.34
585,3.01
586,1.61
587,1.78
588,1.32
589,0.081
590,2.36
591,2.91
592,3.583333333333333
593,1.04
594,2.4
595,3.05
596,2.1
597,0.41
598,4.9
599,2.1
600,2.82
601,2.3
602,4.55
603,2.65
604,2.39
605,3.2
606,2.66
607,0.42
608,0.53
609,91.0
610,34.5
611,3.5866666666666664
612,2.55
613,1.83
614,6.0
615,7.876
616,2.3825
617,1.8
618,0.19
619,0.0445
620,0.0049879999999999
621,2.1
622,0.88
623,0.37
624,2.38
625,0.58
626,0.7
627,2.835
628,0.9
629,0.82
630,11.0
631,2.38
632,6.318
633,0.65
634,2.7
635,1.3
636,2.2
637,6.6
638,3.875
639,2.565
640,3.8
641,1.83
642,6.366666666666667
643,5.5200000000000005
644,0.38
645,0.65
646,11.165
647,6.2
648,1.48
649,2.94
650,1.07
651,0.56
652,1.2
653,1.07
654,7.5
655,2.09
656,2.23
657,2.053333333333333
658,3.05
659,3.7
660,0.72
661,0.65
662,5.2
663,1.3
664,3.46
665,1.34
666,2.145
667,2.0
668,7.27
